original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating,imdb_scaled
The Last Picture Show,1971,"Drama, Romance",118,USA,English,8.0,29.146131,100.0,80.0
McCabe & Mrs. Miller,1971,"Drama, Western",120,USA,"English, Cantonese",7.7,0.031558,85.0,77.0
Multiple Maniacs,1970,"Comedy, Crime, Horror",91,USA,English,6.7,0.038403,100.0,67.0
Play Misty for Me,1971,"Drama, Thriller",102,USA,English,7.0,10.6,82.0,70.0
El Topo,1970,"Drama, Western",125,Mexico,Spanish,7.4,0.160468,79.0,74.0
Across 110th Street,1972,"Action, Crime, Drama",102,USA,"English, Italian",7.0,10.0,81.0,70.0
Avanti!,1972,"Comedy, Romance",144,"Italy, USA","English, Italian",7.2,0.022482,81.0,72.0
Boxcar Bertha,1972,"Crime, Drama, Romance",88,USA,English,6.0,0.006443,52.0,60.0
Deliverance,1972,"Adventure, Drama, Thriller",109,USA,English,7.7,0.004534,89.0,77.0
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,Comedy,88,USA,"English, Italian",6.8,18.090065,88.0,68.0
Frenzy,1972,Thriller,116,UK,English,7.4,0.004121,90.0,74.0
Ganja & Hess,1973,"Drama, Fantasy, Horror",110,USA,"French, English",6.3,0.021197,86.0,63.0
The Getaway,1972,"Action, Crime, Thriller",123,USA,"English, Spanish",7.4,0.009588,86.0,74.0
The Godfather,1972,"Crime, Drama",175,USA,"English, Italian, Latin",9.2,246.120974,98.0,92.0
High Plains Drifter,1973,"Drama, Mystery, Western",105,USA,English,7.5,15.70654,92.0,75.0
Joe Kidd,1972,Western,88,USA,"English, Spanish",6.5,6.33,88.0,65.0
"Play It Again, Sam",1972,"Comedy, Romance",85,USA,"English, Italian",7.6,0.015413,97.0,76.0
The Poseidon Adventure,1972,"Action, Adventure, Drama",117,USA,"English, Hebrew",7.1,84.563118,80.0,71.0
"What's Up, Doc?",1972,Comedy,94,USA,English,7.7,66.0,90.0,77.0
American Graffiti,1973,"Comedy, Drama",110,USA,English,7.4,115.0,96.0,74.0
Breezy,1973,"Drama, Romance",106,USA,English,7.0,0.017753,67.0,70.0
Don't Look Now,1973,"Drama, Mystery, Thriller",110,"UK, Italy","English, Italian",7.2,0.108,95.0,72.0
Enter the Dragon,1973,"Action, Crime, Drama",102,"Hong Kong, USA","English, Cantonese",7.7,0.040821,94.0,77.0
The Exorcist,1973,Horror,122,USA,"English, Latin, Greek, French, German, Arabic, Kurdish",8.0,441.306145,83.0,80.0
Jesus Christ Superstar,1973,"Drama, History, Musical",106,USA,English,7.4,0.105659,52.0,74.0
Live and Let Die,1973,"Action, Adventure, Thriller",121,UK,"English, Hungarian",6.8,35.377836,66.0,68.0
The Long Goodbye,1973,"Comedy, Crime, Drama",112,USA,"English, Spanish",7.6,0.021619,93.0,76.0
Magnum Force,1973,"Action, Crime, Mystery",124,USA,English,7.2,39.768,72.0,72.0
Mean Streets,1973,"Crime, Drama, Thriller",112,USA,"English, Italian",7.3,0.041131,95.0,73.0
Pat Garrett & Billy the Kid,1973,"Biography, Drama, Western",122,"USA, Mexico",English,7.3,0.007717,86.0,73.0
Serpico,1973,"Biography, Crime, Drama",130,"Italy, USA","English, Italian, Spanish",7.7,29.829963,90.0,77.0
The Sting,1973,"Comedy, Crime, Drama",129,USA,English,8.3,156.0,94.0,83.0
The Way We Were,1973,"Drama, Romance",118,USA,"English, French",7.1,45.0,63.0,71.0
The Wicker Man,1973,"Horror, Mystery, Thriller",88,UK,English,7.5,0.098201,89.0,75.0
Zardoz,1974,"Adventure, Fantasy, Sci-Fi",105,"UK, USA, Ireland","English, Italian, Swedish, Latin, German, French, Irish",5.9,0.00632,45.0,59.0
Benji,1974,"Adventure, Family, Romance",86,USA,English,6.2,39.552,86.0,62.0
Blazing Saddles,1974,"Comedy, Western",93,USA,"English, Yiddish, German",7.7,119.601481,88.0,77.0
Chinatown,1974,"Drama, Mystery, Thriller",130,USA,"English, Cantonese, Spanish",8.2,29.225935,99.0,82.0
The Conversation,1974,"Drama, Mystery, Thriller",113,USA,English,7.8,4.43218,96.0,78.0
Death Wish,1974,"Action, Crime, Drama",93,"USA, Canada","English, Italian, German, French",7.0,22.0,68.0,70.0
Dersu Uzala,1975,"Adventure, Biography, Drama",134,"Soviet Union, Japan","Russian, Chinese",8.3,0.01448,73.0,83.0
Earthquake,1974,"Action, Drama, Thriller",122,USA,English,5.9,79.666653,42.0,59.0
The Great Gatsby,1974,"Drama, Romance",144,USA,English,6.4,20.563273,39.0,64.0
The Longest Yard,1974,"Comedy, Crime, Drama",121,USA,English,7.1,43.008075,79.0,71.0
The Man with the Golden Gun,1974,"Action, Adventure, Thriller",125,UK,"English, Thai, Cantonese",6.8,20.972,41.0,68.0
Monty Python and the Holy Grail,1975,"Adventure, Comedy, Fantasy",91,UK,"English, French, Latin",8.2,1.938877,97.0,82.0
Murder on the Orient Express,1974,"Crime, Drama, Mystery",128,"UK, USA","English, French, German, Turkish, Italian, Swedish",7.3,27.658612,90.0,73.0
The Parallax View,1974,"Drama, Thriller",102,USA,English,7.1,0.002942,90.0,71.0
The Return of the Pink Panther,1975,"Comedy, Crime, Mystery",113,"UK, USA",English,7.1,41.833347,84.0,71.0
The Sugarland Express,1974,"Crime, Drama",110,USA,English,6.8,7.504841,85.0,68.0
Thunderbolt and Lightfoot,1974,"Comedy, Crime, Drama",115,USA,English,7.1,21.7,90.0,71.0
The Towering Inferno,1974,"Action, Drama, Thriller",165,USA,English,7.0,116.0,69.0,70.0
Young Frankenstein,1974,Comedy,106,USA,"English, German",8.0,86.273333,94.0,80.0
The Apple Dumpling Gang,1975,"Comedy, Family, Western",100,USA,English,6.5,36.853,56.0,65.0
Barry Lyndon,1975,"Adventure, Drama, History",185,"UK, USA","English, German, French",8.1,0.198992,91.0,81.0
Dog Day Afternoon,1975,"Biography, Crime, Drama",125,USA,English,8.0,50.0,96.0,80.0
The Eiger Sanction,1975,"Action, Crime, Thriller",129,USA,"English, German",6.4,14.2,69.0,64.0
Escape to Witch Mountain,1975,"Adventure, Family, Fantasy",97,USA,English,6.4,20.0,76.0,64.0
Funny Lady,1975,"Biography, Comedy, Drama",136,USA,English,6.3,39.0,33.0,63.0
The Great Waldo Pepper,1975,"Adventure, Drama",107,USA,English,6.7,20.642922,67.0,67.0
Hustle,1975,"Crime, Drama, Mystery",120,USA,English,6.1,0.465788,63.0,61.0
Jaws,1975,"Adventure, Thriller",124,USA,English,8.0,471.961371,98.0,80.0
Love and Death,1975,"Comedy, War",85,USA,English,7.7,20.123742,100.0,77.0
The Man Who Would Be King,1975,"Adventure, History, War",129,"UK, USA","English, Arabic",7.8,0.012678,97.0,78.0
Nashville,1975,"Comedy, Drama, Music",160,USA,English,7.7,9.984123,90.0,77.0
One Flew Over the Cuckoo's Nest,1975,Drama,133,USA,English,8.7,108.997629,94.0,87.0
Overlord,1975,"Drama, History, War",83,UK,English,7.1,0.003333,89.0,71.0
Picnic at Hanging Rock,1975,"Drama, Mystery",115,Australia,"English, French",7.5,0.082361,90.0,75.0
The Rocky Horror Picture Show,1975,"Comedy, Musical",100,"UK, USA",English,7.4,113.135551,80.0,74.0
Shampoo,1975,"Comedy, Drama",110,USA,English,6.3,49.407734,60.0,63.0
Three Days of the Condor,1975,"Mystery, Thriller",117,USA,"English, French",7.4,27.476252,87.0,74.0
Tommy,1975,"Drama, Musical",111,UK,English,6.6,34.272986,70.0,66.0
All the President's Men,1976,"Biography, Drama, History",138,USA,"English, Spanish",8.0,70.6,94.0,80.0
The Bad News Bears,1976,"Comedy, Drama, Family",102,USA,"English, Spanish",7.3,32.21133,97.0,73.0
The Big Bus,1976,"Action, Comedy",88,USA,English,5.6,3.540307,64.0,56.0
Bugsy Malone,1976,"Comedy, Crime, Family",93,UK,"English, Italian, French",6.9,2.787725,83.0,69.0
Carrie,1976,Horror,98,USA,English,7.4,33.8,93.0,74.0
The Enforcer,1976,"Action, Crime, Thriller",96,USA,English,6.8,46.236,68.0,68.0
Eraserhead,1977,"Fantasy, Horror",89,USA,English,7.4,0.022179,90.0,74.0
The Killing of a Chinese Bookie,1976,"Crime, Drama, Thriller",135,USA,English,7.4,0.011406,79.0,74.0
King Kong,1976,"Adventure, Horror",134,USA,English,5.9,52.614445,53.0,59.0
The Last Tycoon,1976,"Drama, Romance",123,USA,English,6.3,1.819912,43.0,63.0
Lifeguard,1976,Drama,96,USA,English,6.7,5.424178,40.0,67.0
Lipstick,1976,"Crime, Drama, Thriller",89,USA,English,5.5,8.328666,11.0,55.0
The Man Who Fell to Earth,1976,"Drama, Sci-Fi",139,UK,English,6.7,0.162388,82.0,67.0
Marathon Man,1976,"Crime, Thriller",125,USA,"English, French, German, Spanish, Yiddish",7.4,21.70902,81.0,74.0
The Missouri Breaks,1976,"Drama, Western",126,USA,English,6.6,0.018523,81.0,66.0
Murder by Death,1976,"Comedy, Crime, Mystery",95,USA,English,7.4,0.0382,65.0,74.0
Network,1976,Drama,121,USA,English,8.1,23.690757,91.0,81.0
The Omen,1976,Horror,111,"UK, USA","English, Latin, Italian",7.5,60.92298,86.0,75.0
The Outlaw Josey Wales,1976,Western,135,USA,"English, Navajo, Spanish",7.8,31.8,90.0,78.0
The Pink Panther Strikes Again,1976,"Comedy, Crime",103,"UK, USA",English,7.2,33.833201,76.0,72.0
Rocky,1976,"Drama, Sport",120,USA,English,8.1,117.235147,94.0,81.0
Sebastiane,1976,"Drama, Romance",86,UK,Latin,6.1,0.004091,86.0,61.0
The Shootist,1976,"Drama, Romance, Western",100,USA,English,7.6,8.09191,86.0,76.0
Silver Streak,1976,"Action, Comedy, Crime",114,USA,English,6.9,51.079064,81.0,69.0
Stroszek,1977,"Comedy, Drama",115,West Germany,"German, English, Turkish",7.9,0.002874,95.0,79.0
Taxi Driver,1976,"Crime, Drama",114,USA,"English, Spanish",8.3,28.441292,96.0,83.0
Annie Hall,1977,"Comedy, Romance",93,USA,"English, German",8.0,38.287178,98.0,80.0
The Bad News Bears in Breaking Training,1977,"Comedy, Family, Sport",100,USA,English,5.6,19.10435,50.0,56.0
Between the Lines,1977,"Comedy, Drama, Romance",101,USA,English,6.8,0.015383,93.0,68.0
Black Sunday,1977,"Adventure, Crime, Drama",143,USA,English,6.8,15.769322,69.0,68.0
Bobby Deerfield,1977,"Drama, Romance",124,USA,"English, French",5.9,9.3,29.0,59.0
A Bridge Too Far,1977,"Drama, History, War",175,USA,"English, German, Dutch, Polish, Latin",7.4,50.75,64.0,74.0
Close Encounters of the Third Kind,1977,"Drama, Sci-Fi",138,USA,"English, French, Spanish, Hindi",7.6,306.899494,94.0,76.0
The Deep,1977,"Adventure, Mystery, Thriller",123,"UK, USA","English, French",6.2,47.346365,48.0,62.0
Exorcist II: The Heretic,1977,Horror,117,USA,"English, French, Spanish",3.8,30.749142,15.0,38.0
Freaky Friday,1976,"Comedy, Family, Fantasy",95,USA,English,6.3,25.942,70.0,63.0
The Gauntlet,1977,"Action, Crime, Thriller",109,USA,English,6.4,26.414658,75.0,64.0
Herbie Goes to Monte Carlo,1977,"Action, Adventure, Comedy",105,USA,"English, French",5.7,29.0,60.0,57.0
High Anxiety,1977,"Comedy, Mystery, Thriller",94,USA,English,6.7,31.063038,72.0,67.0
Islands in the Stream,1977,Drama,104,USA,"English, German, Spanish",6.5,5.596173,88.0,65.0
The Last Wave,1977,"Drama, Fantasy, Mystery",106,Australia,"English, Italian, Aboriginal",7.0,0.001382,81.0,70.0
"Oh, God!",1977,"Comedy, Fantasy",98,USA,"English, Spanish",6.6,41.687243,72.0,66.0
Pete's Dragon,1977,"Animation, Adventure, Comedy",128,USA,English,6.4,39.588,54.0,64.0
The Rescuers,1977,"Animation, Adventure, Comedy",78,USA,English,6.9,71.215869,81.0,69.0
Saturday Night Fever,1977,"Drama, Music",118,USA,"English, Italian",6.8,237.113184,82.0,68.0
Short Eyes,1977,Drama,100,USA,English,7.0,0.003456,90.0,70.0
Slap Shot,1977,"Comedy, Drama, Sport",123,USA,English,7.3,28.0,85.0,73.0
Smokey and the Bandit,1977,"Action, Comedy",96,USA,English,7.0,126.737428,80.0,70.0
Sorcerer,1977,"Adventure, Drama, Thriller",121,"USA, Mexico","English, Spanish, French, German",7.7,0.005972,79.0,77.0
The Spy Who Loved Me,1977,"Action, Adventure, Thriller",125,UK,"English, Italian, Arabic",7.1,46.838673,80.0,71.0
Blue Collar,1978,"Crime, Drama",114,USA,English,7.5,6.521083,100.0,75.0
The Buddy Holly Story,1978,"Biography, Drama, Music",114,USA,English,7.2,14.3634,100.0,72.0
Comes a Horseman,1978,"Drama, Romance, Western",118,USA,English,6.3,9.585769,70.0,63.0
Convoy,1978,"Action, Drama",110,USA,English,6.4,22.765081,43.0,64.0
Corvette Summer,1978,"Adventure, Comedy",105,USA,English,5.7,15.514367,50.0,57.0
Days of Heaven,1978,"Drama, Romance",94,USA,"English, Italian",7.8,3.475702,92.0,78.0
The Deer Hunter,1978,"Drama, War",183,USA,"English, Russian, Vietnamese, French, Cantonese",8.1,49.074243,93.0,81.0
The End,1978,"Comedy, Drama",100,USA,English,6.2,44.917151,60.0,62.0
Eyes of Laura Mars,1978,"Mystery, Thriller",104,USA,English,6.2,20.0,50.0,62.0
Goin' South,1978,"Comedy, Crime, Romance",105,USA,English,6.2,7.435671,71.0,62.0
Gray Lady Down,1978,"Adventure, Drama, History",111,USA,"English, Norwegian",6.2,5.438927,63.0,62.0
Grease,1978,"Musical, Romance",110,USA,English,7.2,397.217505,75.0,72.0
Halloween,1978,"Horror, Thriller",91,USA,English,7.8,47.0,96.0,78.0
Heaven Can Wait,1978,"Comedy, Fantasy, Romance",101,USA,English,6.9,81.640278,88.0,69.0
Interiors,1978,Drama,92,USA,English,7.4,10.432366,79.0,74.0
Invasion of the Body Snatchers,1978,"Horror, Sci-Fi",115,USA,"English, French",7.4,24.946533,93.0,74.0
Jaws 2,1978,"Adventure, Horror, Thriller",116,USA,English,5.8,187.884007,58.0,58.0
King of the Gypsies,1978,Drama,112,USA,English,6.3,7.325177,86.0,63.0
The Lord of the Rings,1978,"Animation, Adventure, Fantasy",132,"USA, UK, Spain","English, Sindarin",6.2,30.47142,52.0,62.0
Midnight Express,1978,"Biography, Crime, Drama",121,"UK, USA","English, Maltese, French, Turkish",7.6,35.0,96.0,76.0
National Lampoon's Animal House,1978,Comedy,109,USA,"English, Italian",7.5,141.6,90.0,75.0
Paradise Alley,1978,Drama,107,USA,English,5.8,7.185518,40.0,58.0
Pretty Baby,1978,Drama,110,USA,English,6.6,5.786368,71.0,66.0
Return from Witch Mountain,1978,"Family, Adventure, Sci-Fi",95,USA,English,5.8,16.393,50.0,58.0
Semi-Tough,1977,"Comedy, Romance, Sport",108,USA,English,5.9,37.187139,89.0,59.0
Sgt. Pepper's Lonely Hearts Club Band,1978,"Adventure, Comedy, Fantasy",113,USA,English,4.2,20.37847,12.0,42.0
Superman,1978,"Action, Adventure, Drama",143,"USA, UK, Canada, Switzerland",English,7.3,300.451667,94.0,73.0
Up in Smoke,1978,"Comedy, Music",86,USA,"English, Spanish",7.0,44.364244,47.0,70.0
The Wiz,1978,"Adventure, Family, Fantasy",134,USA,English,5.4,21.049053,42.0,54.0
10,1979,"Comedy, Romance",122,USA,English,6.1,74.865517,67.0,61.0
1941,1979,"Action, Comedy, War",118,USA,"English, Japanese, German, Spanish",5.8,92.455742,42.0,58.0
Alien,1979,"Horror, Sci-Fi",117,"UK, USA",English,8.4,108.110316,98.0,84.0
The Amityville Horror,1979,Horror,117,USA,English,6.3,86.432,27.0,63.0
Apocalypse Now,1979,"Drama, Mystery, War",147,USA,"English, French, Vietnamese",8.4,91.968688,98.0,84.0
Being There,1979,"Comedy, Drama",130,"West Germany, USA","English, Russian, Italian",8.0,30.177511,95.0,80.0
The Black Hole,1979,"Action, Sci-Fi",98,USA,English,6.0,35.841901,38.0,60.0
The Black Stallion,1979,"Adventure, Family, Sport",118,USA,"English, Arabic, Italian",7.3,37.799643,90.0,73.0
Breaking Away,1979,"Comedy, Drama, Romance",101,USA,"English, Italian, French",7.7,16.424918,95.0,77.0
The Champ,1979,"Drama, Sport",121,USA,English,6.9,30.441738,36.0,69.0
The China Syndrome,1979,"Drama, Thriller",122,USA,English,7.4,51.718367,85.0,74.0
Dracula,1979,"Drama, Horror, Romance",109,UK,"English, Dutch, Romanian, Russian",6.5,20.15897,59.0,65.0
The Frisco Kid,1979,"Comedy, Drama, Western",119,USA,"English, Yiddish",6.4,9.346177,50.0,64.0
The Great Santini,1979,Drama,115,USA,English,7.2,4.702575,95.0,72.0
Hair,1979,"Comedy, Drama, Musical",121,"USA, West Germany",English,7.6,15.313606,88.0,76.0
Hanover Street,1979,"Action, Adventure, Drama",109,UK,"English, German",6.0,3.0,57.0,60.0
The Jerk,1979,Comedy,94,USA,English,7.2,73.691419,81.0,72.0
Kramer vs. Kramer,1979,Drama,105,USA,English,7.8,106.26,88.0,78.0
Mad Max,1979,"Action, Adventure, Sci-Fi",88,"Australia, USA",English,6.9,8.771757,90.0,69.0
The Main Event,1979,"Comedy, Romance, Sport",112,USA,English,5.6,42.8,40.0,56.0
Manhattan,1979,"Comedy, Drama, Romance",96,USA,English,7.9,40.194067,96.0,79.0
Meatballs,1979,Comedy,94,Canada,English,6.2,43.046003,72.0,62.0
Meteor,1979,"Action, Drama, Sci-Fi",108,"USA, Hong Kong","English, Russian",5.0,8.4,5.0,50.0
Moonraker,1979,"Action, Adventure, Sci-Fi",126,"UK, France","English, Italian, Portuguese",6.3,210.308099,60.0,63.0
More American Graffiti,1979,"Comedy, Drama, War",110,USA,"English, Icelandic",5.3,15.014674,20.0,53.0
The Muppet Movie,1979,"Adventure, Comedy, Family",95,"UK, USA",English,7.6,65.810475,88.0,76.0
North Dallas Forty,1979,"Comedy, Drama, Sport",119,USA,English,7.0,26.079312,84.0,70.0
Opening Night,1977,Drama,144,USA,English,8.0,0.023488,96.0,80.0
Phantasm,1979,"Horror, Sci-Fi",89,USA,English,6.8,11.988469,74.0,68.0
Prophecy,1979,"Horror, Sci-Fi, Thriller",102,USA,English,5.5,18.389402,24.0,55.0
Real Life,1979,Comedy,99,USA,English,7.0,0.364642,81.0,70.0
Rocky II,1979,"Drama, Sport",119,USA,"English, Italian",7.3,85.18216,71.0,73.0
Stalker,1979,"Drama, Sci-Fi",162,Soviet Union,Russian,8.2,0.303815,100.0,82.0
Star Trek: The Motion Picture,1979,"Adventure, Mystery, Sci-Fi",132,USA,"English, Klingon",6.4,82.604699,41.0,64.0
Starting Over,1979,"Comedy, Romance",105,USA,English,6.5,35.649012,100.0,65.0
Tess,1979,"Drama, Romance",186,"UK, France",English,7.3,20.101247,81.0,73.0
The Wanderers,1979,Drama,112,USA,English,7.4,0.014492,89.0,74.0
The Warriors,1979,"Action, Crime, Thriller",92,USA,English,7.6,22.490039,90.0,76.0
When a Stranger Calls,1979,"Horror, Mystery, Thriller",97,USA,English,6.5,21.411158,41.0,65.0
Winter Kills,1979,"Comedy, Drama, Mystery",97,USA,English,6.1,1.083799,88.0,61.0
Yanks,1979,"Drama, War",138,UK,English,6.4,3.93101,57.0,64.0
Airplane!,1980,Comedy,88,USA,English,7.7,83.453539,97.0,77.0
Altered States,1980,"Horror, Sci-Fi, Thriller",102,USA,"English, Spanish",6.9,19.853892,84.0,69.0
American Gigolo,1980,"Crime, Drama, Mystery",117,USA,"English, Swedish, French, German",6.3,22.743674,68.0,63.0
Any Which Way You Can,1980,"Action, Comedy",116,USA,English,6.2,70.687344,20.0,62.0
Atlantic City,1980,"Crime, Drama, Romance",104,"France, Canada","English, French",7.3,12.729675,100.0,73.0
The Awakening,1980,Horror,105,UK,English,4.9,8.415112,0.0,49.0
The Big Red One,1980,"Drama, War",113,USA,"English, French, Italian, German",7.1,7.206823,90.0,71.0
The Blue Lagoon,1980,"Adventure, Drama, Romance",104,USA,English,5.8,58.853106,8.0,58.0
The Blues Brothers,1980,"Adventure, Comedy, Crime",133,USA,English,7.9,115.22989,84.0,79.0
Bronco Billy,1980,"Action, Adventure, Comedy",116,USA,English,6.1,24.265659,75.0,61.0
Brubaker,1980,"Crime, Drama",131,USA,English,7.2,37.121708,75.0,72.0
Caddyshack,1980,"Comedy, Sport",98,USA,English,7.3,39.846344,73.0,73.0
Carny,1980,Drama,107,USA,English,6.4,1.81772,50.0,64.0
Coal Miner's Daughter,1980,"Biography, Drama, Music",124,USA,English,7.5,67.182787,86.0,75.0
Cruising,1980,"Crime, Drama, Mystery",102,"West Germany, USA",English,6.5,19.814523,50.0,65.0
The Dogs of War,1980,"Action, Adventure, Drama",118,UK,English,6.3,5.484132,67.0,63.0
Dressed to Kill,1980,"Crime, Drama, Mystery",104,USA,English,7.1,31.899,80.0,71.0
The Elephant Man,1980,"Biography, Drama",124,"USA, UK","English, French",8.1,26.020641,92.0,81.0
Star Wars: Episode V - The Empire Strikes Back,1980,"Action, Adventure, Fantasy",124,USA,English,8.7,549.265501,94.0,87.0
Fame,1980,"Drama, Music, Musical",134,USA,"English, Spanish, French, Russian",6.6,21.202829,84.0,66.0
The Final Countdown,1980,"Action, Sci-Fi",103,USA,"English, Japanese, Russian",6.7,16.6478,47.0,67.0
First Family,1980,Comedy,97,USA,English,4.4,15.198912,20.0,44.0
Flash Gordon,1980,"Action, Adventure, Sci-Fi",111,"UK, Italy, Netherlands, USA",English,6.5,27.153545,83.0,65.0
The Fog,1980,"Horror, Thriller",89,USA,English,6.8,21.448782,74.0,68.0
The Formula,1980,"Crime, Thriller",117,"West Germany, USA","English, Spanish, German",5.6,8.894289,30.0,56.0
Friday the 13th,1980,"Horror, Mystery, Thriller",95,USA,English,6.5,39.754601,64.0,65.0
Gloria,1980,"Crime, Drama, Thriller",123,USA,English,7.2,4.059673,93.0,72.0
The Gods Must Be Crazy,1980,"Adventure, Comedy",109,"South Africa, Botswana","English, Afrikaans, Ungwatsi",7.3,30.031783,85.0,73.0
He Knows You're Alone,1980,"Horror, Thriller",94,USA,English,5.1,4.875436,22.0,51.0
Heaven's Gate,1980,"Adventure, Drama, Western",219,USA,"English, Serbo-Croatian, Russian, French, Polish, German, Ukrainian",6.8,3.484523,58.0,68.0
Herbie Goes Bananas,1980,"Adventure, Comedy, Family",100,USA,"English, Spanish",5.0,18.0,40.0,50.0
The Hollywood Knights,1980,Comedy,91,USA,English,6.3,10.0,14.0,63.0
The Human Factor,1979,"Drama, Romance, Thriller",115,UK,English,6.1,0.37605,33.0,61.0
The Hunter,1980,"Action, Biography, Comedy",97,USA,English,6.4,16.27415,50.0,64.0
The Island,1980,"Action, Adventure, Drama",109,USA,English,5.3,15.716828,40.0,53.0
The Jazz Singer,1980,"Drama, Music, Romance",115,USA,English,5.9,27.118,19.0,59.0
Kagemusha,1980,"Drama, History, War",180,"Japan, USA",Japanese,8.0,4.017462,88.0,80.0
The Last Flight of Noah's Ark,1980,"Adventure, Family",97,USA,"English, Japanese",5.8,11.0,40.0,58.0
The Long Riders,1980,"Biography, Crime, Western",100,USA,"English, Swedish",7.0,15.795189,83.0,70.0
The Mirror Crack'd,1980,"Crime, Mystery, Thriller",105,UK,English,6.2,11.0,65.0,62.0
Motel Hell,1980,"Comedy, Horror, Thriller",101,USA,English,6.0,6.342668,71.0,60.0
My Bodyguard,1980,"Comedy, Drama, Family",96,USA,English,7.1,22.482952,84.0,71.0
Nijinsky,1980,"Biography, Drama, Music",129,USA,English,6.9,1.047454,43.0,69.0
The Octagon,1980,"Action, Drama, Romance",103,USA,English,5.2,18.971,33.0,52.0
"Oh, God! Book II",1980,"Comedy, Fantasy",94,USA,English,5.3,14.504277,50.0,53.0
Ordinary People,1980,Drama,124,USA,English,7.7,54.766923,89.0,77.0
Popeye,1980,"Adventure, Comedy, Family",114,USA,English,5.3,49.823037,61.0,53.0
Private Benjamin,1980,"Comedy, War",109,USA,English,6.2,69.847348,82.0,62.0
